,epoch,avg_loss_D,std_loss_D,avg_loss_G,std_loss_G,avg_loss_GAN,std_loss_GAN,avg_loss_cycle,std_loss_cycle,avg_loss_identity,std_loss_identity
0,0,0.21008703538637502,0.17864037876912361,4.108500976639862,1.0299994044445726,0.4875282059584055,0.23996759916194815,0.24740515424983575,0.06844956302741369,0.22938424491277462,0.06402644638196216
1,1,0.1936278630851519,0.08597997502872505,3.5446451833749855,0.7643173708657378,0.46497684836574876,0.19946776565081517,0.2100311185242035,0.05182784981151958,0.19587142963903934,0.04905493551010643
2,2,0.17634230242404836,0.08473124614101188,3.3541522340818526,0.705337788334025,0.4924390049598233,0.20733777470548034,0.1952855292893146,0.047771606361331626,0.18177158728950596,0.0460852369537058
3,3,0.16379615911067064,0.0818226455111201,3.2449478150855118,0.6946832765963139,0.5133840932284295,0.2111228548532168,0.18621483244415457,0.04649977910036043,0.17388307920615473,0.04536551213089507
4,4,0.15654815051657833,0.08103651094547591,3.181114465211559,0.6624304815131324,0.5269621352596836,0.21176702618156873,0.18104684392693352,0.04429623493262264,0.16873677803376189,0.04355183965721422
5,5,0.14513344216735682,0.07658647238218684,3.1069514991483573,0.6510603061478971,0.5462224703037399,0.2084421268115765,0.17456947067844028,0.043210720906995785,0.16300686402001935,0.04279190839132925
6,6,0.11936954447073163,0.06460933338542413,3.1255160218982567,0.6370391913175195,0.6084547819807019,0.20333719515262855,0.17186291506820592,0.042365810761711344,0.1596864172206673,0.04184811561673177
7,7,0.12742440227205232,0.06566235208733975,3.03545375298445,0.6223426052087565,0.5888193356027583,0.19341741107909152,0.1667621423424722,0.04103740847624795,0.15580259918744677,0.041475563307927475
8,8,0.13670930052236854,0.06506698032766163,2.9063635133343126,0.583537610638808,0.5561075721446236,0.18544374196766106,0.16022511639550663,0.038883272204867834,0.14960095534050466,0.03863118282819743
9,9,0.1223548780910461,0.05780505756326361,2.8916849516828695,0.5782933288064948,0.5798324697123758,0.18674026218707138,0.15717954764295805,0.03828606372568153,0.1480114006663859,0.03874217555605978
10,10,0.11077306890975448,0.05146326626664197,2.889995031541115,0.5754041060572598,0.6100889913475872,0.18377257623702573,0.15524992610917326,0.03806720511698973,0.1454813560464717,0.03856451727269144
11,11,0.10387912739103229,0.04729861337283386,2.8498028904716293,0.5465544725046999,0.6319034348421376,0.18700065429536689,0.15075621596789804,0.0358801991699017,0.142067459246749,0.036442310201246
12,12,0.09518343779561068,0.04410889051434446,2.8541032385139715,0.5590856045574798,0.6594447002137184,0.18803542514025307,0.14902412728676834,0.03713544598034457,0.14088345304574726,0.0377494454842223
13,13,0.0896310367698067,0.0418767753139704,2.8234314662920608,0.5398326972415491,0.6779740872947404,0.18614132363856495,0.1454946520845405,0.034655561209871295,0.13810217197666264,0.036901788229250165
14,14,0.08763077585771739,0.04117683857234606,2.7752379183172327,0.5285019513938448,0.6792156617725258,0.18563247475087144,0.14205335256133567,0.034304230169557116,0.13509774569339644,0.03576873821253963
15,15,0.08554162373800374,0.041643945457357966,2.7717807064834568,0.5247857158282034,0.6928108477864562,0.18573223571960518,0.14095720920385266,0.03413343246201822,0.1338795532605901,0.03563279820019337
16,16,0.0832314804600469,0.04060617341536677,2.755799061603191,0.5216470841948436,0.7007811858062621,0.18583828570283334,0.13917205523606493,0.03348646912880769,0.13265946466687262,0.03550892775903778
17,17,0.0810976415613042,0.03959021710256573,2.7266501594427868,0.5098644872948159,0.7086651787832581,0.1884966798068647,0.13664526968165766,0.032888307975301324,0.1303064566907309,0.03431701362297029
18,18,0.08107557334005833,0.038854043344061374,2.691841284023174,0.5002256700172016,0.7087139695484611,0.1871477698345483,0.1340774282438588,0.031688753102999026,0.12847060665218046,0.03428070909310296
19,19,0.07994934656282943,0.03900039115053041,2.6773306626630395,0.49873707172876103,0.7178793912029084,0.18881833741224152,0.13260895197496175,0.031518879906597956,0.1266723505018511,0.034514046216869376
20,20,0.07806411427221285,0.03816197138904706,2.647656446593885,0.48657757730755186,0.7224414124930817,0.18712065571461925,0.13038618963597517,0.030231325986712847,0.12427062805222369,0.03288321067817319
21,21,0.07637008066455482,0.03751413088762184,2.6451439201803377,0.49215041321044545,0.7279599164862198,0.18742461338374633,0.12992580492462455,0.030843721697491867,0.12358519086456932,0.033651122764943926
22,22,0.07529295374037462,0.03670661912378061,2.625117677126891,0.47558353168834727,0.7327122699504288,0.18547854511829395,0.12810344427127196,0.02948607354307655,0.12227419272055683,0.03293032638015489
23,23,0.0749705763762135,0.03654206752998439,2.598753669293408,0.4828186827678106,0.7338391037496983,0.1851786613105414,0.12647236963158973,0.030168988754317134,0.12003817380953616,0.03347737350894685
24,24,0.0772686430703566,0.037859321177361356,2.5673900332798993,0.4676074489912879,0.726667408014455,0.18711106891338436,0.12465679850082662,0.02925260278112521,0.11883092785103912,0.03227746518663956
25,25,0.08068255014780981,0.04015854790169723,2.5354034300162946,0.4630501798912734,0.7161351252937992,0.1871901941651977,0.12348552149530433,0.028878903115572414,0.1168826177896387,0.031909067201841196
26,26,0.10364320021491845,0.04896551350356831,2.4431957239488056,0.4512194850215323,0.6458810359993288,0.17648608873168908,0.12201690716372397,0.028374430271404658,0.11542912316941885,0.03155547305666742
27,27,0.10372785050306409,0.050613326236992474,2.4233149456943712,0.4466882428383152,0.6441564327021443,0.170134158670405,0.12094524336073098,0.027894580226408842,0.11394121616554977,0.031273213426160705
28,28,0.10270924823892236,0.04898443376176354,2.3962045390332505,0.4461284627970067,0.6444906993517725,0.16950129650127696,0.11918639067186543,0.02766694426791803,0.1119699866605882,0.03133983043037939
29,29,0.10033669087224636,0.048369891045439255,2.3809786355228097,0.43737751586856,0.6469914910522917,0.16643083587799593,0.11789865960078606,0.027075474731283227,0.11100011011216739,0.030585804845605285
0,29,0.09909888248548744,0.047685188822277645,2.368541236710279,0.43445829509532846,0.6487844246112999,0.16855487358068091,0.11710115601427892,0.027302878987607547,0.10974905021039522,0.03055369504878756
1,30,0.09899835833600903,0.04899932211348095,2.3452366837375167,0.4232414946733286,0.6542545456337933,0.16960417740964687,0.11523760477336029,0.025845528074576452,0.1077212185000594,0.029893622593375628
2,31,0.09947411028135889,0.04827162103015395,2.3201323259951905,0.42808680694525497,0.6500080242380915,0.1663525317966229,0.11396482169535707,0.02649570386021095,0.10609521693961124,0.029697920755763867
3,32,0.09740062013768573,0.04840094370293696,2.321081922015231,0.42002774837942336,0.6574125005759172,0.16594638558195052,0.11360647458970044,0.025896841407613704,0.10552093523585761,0.029818777607845313
4,33,0.09788644381939383,0.04744213643980968,2.304109235285423,0.4156129852173053,0.6564797859716552,0.16558730128484894,0.1126115115654806,0.025614903375361698,0.10430286691974566,0.029474653823743674
5,34,0.0973634859610717,0.04820444463719887,2.2792975713703463,0.4099997582649451,0.6518266568582843,0.16357469540860675,0.11140291575838372,0.025252229538228498,0.1026883508150303,0.028852180382624944
6,35,0.09743456207826101,0.048657282717056174,2.2745072966788444,0.41173171195917263,0.6572307598373744,0.16405136855672273,0.11081227280658153,0.02531938227086928,0.10183076196086033,0.028387260335770242
7,36,0.09689708603763782,0.04794193892974453,2.2557489268063398,0.39712245612027725,0.6592439263679842,0.1616406288554315,0.10950809558555756,0.024767890761184012,0.10028480871130063,0.027442853731995023
8,37,0.0977948386819403,0.04798873145889752,2.2446003993782044,0.40781802826859603,0.6541306977291375,0.1621079329623695,0.10914057622442512,0.02509784305853293,0.09981278777632081,0.028592771226903485
9,38,0.09640458755340905,0.04656190115475203,2.223248491306951,0.3823893804409988,0.656204587946887,0.1627587047508769,0.10763998420653367,0.023466774817943105,0.09812881253246133,0.027138340458655576
10,39,0.09601193812696661,0.04685608743602531,2.2309299708360784,0.391882852669176,0.6625692916893895,0.16427622035081457,0.10779966589603208,0.024299555479259567,0.09807280392516526,0.02693197471020181
1,40,0.09864187760286582,0.04819667607096772,2.1953531216414643,0.3891571079859825,0.646783274133425,0.1697338577484287,0.10662002657370231,0.023427115388823822,0.0964739166706189,0.027207271756548114
0,41,0.09993763579639614,0.048184528615926016,2.1773442476110882,0.3859418699654293,0.6463628750699151,0.1671571801967677,0.10556751228270497,0.023549186055111904,0.0950612500659542,0.02649161623978514
1,42,0.09945908270619841,0.04727264494923474,2.1708013336552674,0.38213913405767147,0.6461299569877074,0.1706880296097475,0.10523928284552644,0.023338210406568128,0.09445570956151834,0.026376987368338514
2,43,0.09974293870943537,0.04686343607731388,2.149436440341932,0.36878694015825736,0.64769874662469,0.17227149318335186,0.10359723299696712,0.02185995043484086,0.0931530728822428,0.02532150135361694
